platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors
GitLab,yasuyuki,mruby,17398913,2020-03-10T13:31:37.163Z,2025-05-08T08:59:49.016Z,build-by-make,0,0.0,3340328.0,MIT,C,"{""Makefile"": {""size"": 3237, ""percentage"": ""0.15""}, ""Ruby"": {""size"": 701581, ""percentage"": ""31.47""}, ""C"": {""size"": 1279944, ""percentage"": ""57.41""}, ""C++"": {""size"": 58371, ""percentage"": ""2.62""}, ""Shell"": {""size"": 778, ""percentage"": ""0.03""}, ""Batchfile"": {""size"": 927, ""percentage"": ""0.04""}, ""Yacc"": {""size"": 184815, ""percentage"": ""8.29""}}",11186.0,94.0,366.0
GitLab,uvz,AviSynthPlus-Plugins-Scripts1,54650739,2024-02-06T17:35:55.611Z,2025-05-08T13:17:27.776Z,main,3,1.0,461701058.0,,HLSL,"{""HLSL"": {""size"": 19421078, ""percentage"": ""97.21""}, ""HTML"": {""size"": 516939, ""percentage"": ""2.59""}, ""CSS"": {""size"": 3014, ""percentage"": ""0.02""}, ""Batchfile"": {""size"": 36995, ""percentage"": ""0.19""}}",135.0,1.0,3.0
GitLab,uniget-org,tools,62817001,2024-10-21T06:06:49.778Z,2025-05-08T09:55:20.430Z,main,0,2.0,3279843.0,MIT,Shell,"{""Dockerfile"": {""size"": 425, ""percentage"": ""0.40""}, ""Makefile"": {""size"": 34340, ""percentage"": ""32.25""}, ""Shell"": {""size"": 71725, ""percentage"": ""67.35""}}",17976.0,615.0,6.0
GitLab,fossht,abc,7438262,2018-07-11T01:02:36.801Z,2025-05-08T03:25:32.141Z,master,0,0.0,48591132.0,NOASSERTION,C,"{""CMake"": {""size"": 4800, ""percentage"": ""0.01""}, ""Makefile"": {""size"": 58425, ""percentage"": ""0.15""}, ""C"": {""size"": 36524515, ""percentage"": ""91.47""}, ""Shell"": {""size"": 235, ""percentage"": ""0.00""}, ""C++"": {""size"": 3213678, ""percentage"": ""8.05""}, ""HTML"": {""size"": 127521, ""percentage"": ""0.32""}, ""Perl"": {""size"": 1184, ""percentage"": ""0.00""}}",5808.0,2.0,75.0
GitLab,rluna-database/nosql/arangodb,arangodb-2020,21933315,2020-10-21T16:46:01.556Z,2025-05-08T13:03:37.448Z,devel,0,3.0,923116430.0,NOASSERTION,C++,"{""Python"": {""size"": 325271, ""percentage"": ""0.43""}, ""Shell"": {""size"": 125524, ""percentage"": ""0.17""}, ""CMake"": {""size"": 321649, ""percentage"": ""0.43""}, ""C++"": {""size"": 37926567, ""percentage"": ""50.55""}, ""C"": {""size"": 244570, ""percentage"": ""0.33""}, ""Yacc"": {""size"": 100222, ""percentage"": ""0.13""}, ""LLVM"": {""size"": 15994, ""percentage"": ""0.02""}, ""GDB"": {""size"": 224, ""percentage"": ""0.00""}, ""JavaScript"": {""size"": 33913016, ""percentage"": ""45.20""}, ""CSS"": {""size"": 196676, ""percentage"": ""0.26""}, ""HTML"": {""size"": 11585, ""percentage"": ""0.02""}, ""EJS"": {""size"": 138767, ""percentage"": ""0.18""}, ""SCSS"": {""size"": 245958, ""percentage"": ""0.33""}, ""TypeScript"": {""size"": 729111, ""percentage"": ""0.97""}, ""PowerShell"": {""size"": 4049, ""percentage"": ""0.01""}, ""Linker Script"": {""size"": 113, ""percentage"": ""0.00""}, ""Makefile"": {""size"": 551, ""percentage"": ""0.00""}, ""Max"": {""size"": 437, ""percentage"": ""0.00""}, ""Dockerfile"": {""size"": 6053, ""percentage"": ""0.01""}, ""Batchfile"": {""size"": 109, ""percentage"": ""0.00""}, ""NASL"": {""size"": 717702, ""percentage"": ""0.96""}}",51897.0,8828.0,216.0
GitLab,alhayekhamza,erp-system,66625613,2025-01-29T12:40:14.754Z,2025-05-08T12:39:15.916Z,main,0,0.0,149320489.0,MIT,JavaScript,"{""PHP"": {""size"": 204284, ""percentage"": ""3.14""}, ""JavaScript"": {""size"": 3094799, ""percentage"": ""47.51""}, ""CSS"": {""size"": 2559445, ""percentage"": ""39.29""}, ""Hack"": {""size"": 18216, ""percentage"": ""0.28""}, ""HTML"": {""size"": 209695, ""percentage"": ""3.22""}, ""Blade"": {""size"": 427314, ""percentage"": ""6.56""}}",40.0,1.0,3.0
GitLab,mehulagg,jetbrains-android,18323567,2020-04-23T11:09:22.122Z,2025-05-08T09:39:43.591Z,master,0,1.0,739120784.0,Apache-2.0,Kotlin,"{""Starlark"": {""size"": 812034, ""percentage"": ""0.79""}, ""Kotlin"": {""size"": 55984763, ""percentage"": ""54.66""}, ""Java"": {""size"": 43318614, ""percentage"": ""42.29""}, ""JavaScript"": {""size"": 18437, ""percentage"": ""0.02""}, ""HTML"": {""size"": 1218770, ""percentage"": ""1.19""}, ""Lex"": {""size"": 71514, ""percentage"": ""0.07""}, ""Shell"": {""size"": 34217, ""percentage"": ""0.03""}, ""AIDL"": {""size"": 35967, ""percentage"": ""0.04""}, ""IDL"": {""size"": 42, ""percentage"": ""0.00""}, ""RenderScript"": {""size"": 4411, ""percentage"": ""0.00""}, ""Clean"": {""size"": 25681, ""percentage"": ""0.03""}, ""C++"": {""size"": 539051, ""percentage"": ""0.53""}, ""CMake"": {""size"": 27176, ""percentage"": ""0.03""}, ""C"": {""size"": 76776, ""percentage"": ""0.07""}, ""Python"": {""size"": 196071, ""percentage"": ""0.19""}, ""Makefile"": {""size"": 2495, ""percentage"": ""0.00""}, ""Smali"": {""size"": 7580, ""percentage"": ""0.01""}, ""NSIS"": {""size"": 51066, ""percentage"": ""0.05""}, ""Batchfile"": {""size"": 7357, ""percentage"": ""0.01""}}",208848.0,864.0,862.0
GitLab,LukeManson,lazy_nvim,53623267,2024-01-07T09:43:10.830Z,2025-05-08T09:01:04.879Z,master,0,0.0,65621.0,Apache-2.0,Lua,"{""Shell"": {""size"": 588, ""percentage"": ""7.05""}, ""Lua"": {""size"": 7757, ""percentage"": ""92.95""}}",16.0,2.0,2.0
GitLab,inverse-inc,packetfence,11022413,2019-02-25T15:27:09.570Z,2025-05-08T02:38:21.115Z,devel,3,2.0,189456770.0,GPL-2.0,Perl,"{""Makefile"": {""size"": 62500, ""percentage"": ""0.33""}, ""Perl"": {""size"": 11830495, ""percentage"": ""62.88""}, ""PowerShell"": {""size"": 9974, ""percentage"": ""0.05""}, ""Shell"": {""size"": 352274, ""percentage"": ""1.87""}, ""Python"": {""size"": 142347, ""percentage"": ""0.76""}, ""PHP"": {""size"": 1363, ""percentage"": ""0.01""}, ""NSIS"": {""size"": 4895, ""percentage"": ""0.03""}, ""C++"": {""size"": 39448, ""percentage"": ""0.21""}, ""C"": {""size"": 57149, ""percentage"": ""0.30""}, ""Jinja"": {""size"": 2315, ""percentage"": ""0.01""}, ""HCL"": {""size"": 6514, ""percentage"": ""0.03""}, ""Dockerfile"": {""size"": 23012, ""percentage"": ""0.12""}, ""Go"": {""size"": 1548689, ""percentage"": ""8.23""}, ""JavaScript"": {""size"": 1858152, ""percentage"": ""9.88""}, ""HTML"": {""size"": 411001, ""percentage"": ""2.18""}, ""SCSS"": {""size"": 61668, ""percentage"": ""0.33""}, ""Vue"": {""size"": 2349379, ""percentage"": ""12.49""}, ""CSS"": {""size"": 33490, ""percentage"": ""0.18""}, ""BitBake"": {""size"": 614, ""percentage"": ""0.00""}, ""PLpgSQL"": {""size"": 18840, ""percentage"": ""0.10""}, ""GDB"": {""size"": 52, ""percentage"": ""0.00""}}",46928.0,1749.0,129.0
GitLab,appsemble,charts,26534858,2021-05-10T10:14:07.026Z,2025-05-08T08:46:22.737Z,main,1,0.0,36803598.0,LGPL-3.0,HTML,"{""CSS"": {""size"": 379, ""percentage"": ""34.74""}, ""HTML"": {""size"": 712, ""percentage"": ""65.26""}}",252.0,1.0,4.0
GitLab,antogrig,aura,68893881,2025-04-11T11:47:45.690Z,2025-05-08T12:35:54.557Z,main,0,0.0,1629346070.0,NOASSERTION,C++,"{""C#"": {""size"": 1514, ""percentage"": ""1.55""}, ""C++"": {""size"": 95946, ""percentage"": ""98.28""}, ""C"": {""size"": 166, ""percentage"": ""0.17""}}",111.0,1.0,2.0
GitLab,lino-framework,xl,25842150,2021-04-12T22:45:06.567Z,2025-05-08T07:05:09.846Z,master,1,1.0,21682710.0,AGPL-3.0,Python,"{""Python"": {""size"": 2775906, ""percentage"": ""45.78""}, ""HTML"": {""size"": 1428024, ""percentage"": ""23.55""}, ""JavaScript"": {""size"": 1632823, ""percentage"": ""26.93""}, ""CSS"": {""size"": 186625, ""percentage"": ""3.08""}, ""PHP"": {""size"": 40437, ""percentage"": ""0.67""}}",3156.0,2.0,10.0
GitLab,qualisign,agency-engineering,66285284,2025-01-19T13:54:18.747Z,2025-05-08T03:24:48.157Z,main,0,0.0,104169917.0,,TypeScript,"{""JavaScript"": {""size"": 129540, ""percentage"": ""2.27""}, ""Gherkin"": {""size"": 315048, ""percentage"": ""5.53""}, ""TypeScript"": {""size"": 4859118, ""percentage"": ""85.28""}, ""CSS"": {""size"": 366797, ""percentage"": ""6.44""}, ""HTML"": {""size"": 6859, ""percentage"": ""0.12""}, ""Shell"": {""size"": 20447, ""percentage"": ""0.36""}}",59.0,1.0,2.0
GitLab,digitalnexus,jul25thdiginexuswebsite,59683290,2024-07-08T16:16:42.464Z,2025-05-08T03:41:34.535Z,main,0,1.0,93221263.0,NOASSERTION,HTML,"{""CSS"": {""size"": 89089, ""percentage"": ""21.87""}, ""HTML"": {""size"": 271569, ""percentage"": ""66.65""}, ""PHP"": {""size"": 2637, ""percentage"": ""0.65""}, ""JavaScript"": {""size"": 44146, ""percentage"": ""10.83""}}",99.0,8.0,14.0
GitLab,maravtdm,slack_lq_linux,34996797,2022-04-01T10:06:12.726Z,2025-05-08T13:06:14.853Z,main,1,0.0,21178214.0,,C,"{""Shell"": {""size"": 9123, ""percentage"": ""12.01""}, ""HTML"": {""size"": 2967, ""percentage"": ""3.90""}, ""C"": {""size"": 63897, ""percentage"": ""84.09""}}",226032.0,1.0,3.0
GitLab,alexthomas,highsub,42773153,2023-01-20T21:56:42.744Z,2025-05-08T09:16:10.149Z,main,0,0.0,10645790.0,,Java,"{""Dockerfile"": {""size"": 1190, ""percentage"": ""0.19""}, ""Shell"": {""size"": 1293, ""percentage"": ""0.20""}, ""ANTLR"": {""size"": 834, ""percentage"": ""0.13""}, ""Java"": {""size"": 636148, ""percentage"": ""99.48""}}",821.0,3.0,1.0
GitLab,CDAGaming,CraftPresence,8128765,2018-08-28T19:15:28.362Z,2025-05-08T05:13:57.301Z,master,24,21.0,1640375.0,MIT,Java,"{""Java"": {""size"": 889560, ""percentage"": ""100.00""}}",3177.0,59.0,8.0
GitLab,whatsdown3/microservices,users-service,68560488,2025-04-01T09:34:20.479Z,2025-05-08T07:41:18.104Z,dev,0,0.0,62904.0,ISC,TypeScript,"{""JavaScript"": {""size"": 1576, ""percentage"": ""8.81""}, ""Dockerfile"": {""size"": 344, ""percentage"": ""1.92""}, ""TypeScript"": {""size"": 15976, ""percentage"": ""89.27""}}",5.0,2.0,2.0
GitLab,mytcyxy,xjweilan,68593945,2025-04-02T09:16:43.476Z,2025-05-08T08:23:19.254Z,main,0,0.0,31959.0,,,,3.0,1.0,1.0
GitLab,vesecky.tomas,thompson-nix,58426628,2024-06-02T18:55:55.274Z,2025-05-08T11:39:58.675Z,master,0,1.0,7833638.0,MIT,Nix,"{""Nix"": {""size"": 184059, ""percentage"": ""82.97""}, ""Shell"": {""size"": 15558, ""percentage"": ""7.01""}, ""Python"": {""size"": 22218, ""percentage"": ""10.02""}}",919.0,1.0,2.0
GitLab,sewifurs,sewifurs.org,31315965,2021-11-15T02:56:17.489Z,2025-05-08T05:21:20.003Z,main,1,1.0,1366652.0,AGPL-3.0,Python,"{""Dockerfile"": {""size"": 231, ""percentage"": ""0.35""}, ""Shell"": {""size"": 47, ""percentage"": ""0.07""}, ""Python"": {""size"": 40228, ""percentage"": ""61.64""}, ""Mako"": {""size"": 494, ""percentage"": ""0.76""}, ""CSS"": {""size"": 2657, ""percentage"": ""4.07""}, ""HTML"": {""size"": 21609, ""percentage"": ""33.11""}}",277.0,1.0,2.0
GitLab,Perfect_Gentleman,PG_Overlay,6913932,2018-06-07T03:50:38.877Z,2025-05-08T13:18:28.909Z,master,6,5.0,4277720.0,,Shell,"{""Shell"": {""size"": 1083117, ""percentage"": ""79.85""}, ""Python"": {""size"": 3003, ""percentage"": ""0.22""}, ""JavaScript"": {""size"": 20633, ""percentage"": ""1.52""}, ""Roff"": {""size"": 249660, ""percentage"": ""18.41""}}",6019.0,1.0,4.0
GitLab,hylleraasplatform,hyset,40718230,2022-11-02T14:03:10.192Z,2025-05-08T08:10:28.071Z,main,0,3.0,528070.0,MIT,Python,"{""Python"": {""size"": 326422, ""percentage"": ""100.00""}}",134.0,10.0,12.0
GitLab,vortex185330/frontend,vortex-frontend,48107442,2023-07-29T19:28:32.094Z,2025-05-08T03:49:54.880Z,develop,9,3.0,8278885.0,Apache-2.0,Vue,"{""JavaScript"": {""size"": 15895, ""percentage"": ""2.11""}, ""Dockerfile"": {""size"": 500, ""percentage"": ""0.07""}, ""Makefile"": {""size"": 325, ""percentage"": ""0.04""}, ""HTML"": {""size"": 2181, ""percentage"": ""0.29""}, ""Vue"": {""size"": 481618, ""percentage"": ""63.92""}, ""TypeScript"": {""size"": 237293, ""percentage"": ""31.49""}, ""SCSS"": {""size"": 15703, ""percentage"": ""2.08""}}",1461.0,51.0,35.0
GitLab,wallywallet,wallet,15615103,2019-11-30T21:04:39.407Z,2025-05-08T07:29:20.363Z,main,3,11.0,303371168.0,MIT,Kotlin,"{""Shell"": {""size"": 4303, ""percentage"": ""0.26""}, ""Dockerfile"": {""size"": 5291, ""percentage"": ""0.32""}, ""C"": {""size"": 23934, ""percentage"": ""1.46""}, ""HTML"": {""size"": 980, ""percentage"": ""0.06""}, ""Kotlin"": {""size"": 1588573, ""percentage"": ""96.78""}, ""Ruby"": {""size"": 1541, ""percentage"": ""0.09""}, ""Swift"": {""size"": 15496, ""percentage"": ""0.94""}, ""Python"": {""size"": 1244, ""percentage"": ""0.08""}}",975.0,13.0,8.0
GitLab,chromaway/core-tools,rell-dokka-plugin,55009888,2024-02-16T13:14:22.965Z,2025-05-08T13:20:55.684Z,dev,0,0.0,1273030.0,NOASSERTION,Kotlin,"{""Kotlin"": {""size"": 280119, ""percentage"": ""97.96""}, ""CSS"": {""size"": 5827, ""percentage"": ""2.04""}}",253.0,9.0,17.0
GitLab,gl-demo-ultimate-jmorgan/gitlab-projects,value-stream-measuring-deleted-66181519,66181519,2025-01-15T15:46:30.833Z,2025-05-08T10:57:58.131Z,main,0,0.0,58967.0,,Go,"{""Dockerfile"": {""size"": 617, ""percentage"": ""5.80""}, ""Go"": {""size"": 9723, ""percentage"": ""91.37""}, ""HTML"": {""size"": 301, ""percentage"": ""2.83""}}",18.0,1.0,1.0
GitLab,ubiquitypress,rua,11653662,2019-04-03T09:23:03.262Z,2025-05-08T07:49:13.265Z,master,2,1.0,21195315.0,GPL-2.0,Python,"{""Dockerfile"": {""size"": 5532, ""percentage"": ""0.11""}, ""Shell"": {""size"": 4301, ""percentage"": ""0.09""}, ""Python"": {""size"": 3545712, ""percentage"": ""70.27""}, ""mIRC Script"": {""size"": 3586, ""percentage"": ""0.07""}, ""CSS"": {""size"": 121362, ""percentage"": ""2.41""}, ""JavaScript"": {""size"": 153368, ""percentage"": ""3.04""}, ""HTML"": {""size"": 1212287, ""percentage"": ""24.02""}}",3042.0,4.0,25.0
GitLab,kobo_toolbox,kpi,31544480,2021-11-23T14:34:02.415Z,2025-05-08T11:58:42.485Z,main,2,0.0,46225870.0,AGPL-3.0,Python,"{""JavaScript"": {""size"": 572045, ""percentage"": ""6.23""}, ""Dockerfile"": {""size"": 5180, ""percentage"": ""0.06""}, ""Python"": {""size"": 5440252, ""percentage"": ""59.24""}, ""Shell"": {""size"": 13617, ""percentage"": ""0.15""}, ""CSS"": {""size"": 92202, ""percentage"": ""1.00""}, ""HTML"": {""size"": 70268, ""percentage"": ""0.77""}, ""TypeScript"": {""size"": 2225878, ""percentage"": ""24.24""}, ""SCSS"": {""size"": 374537, ""percentage"": ""4.08""}, ""Handlebars"": {""size"": 885, ""percentage"": ""0.01""}, ""CoffeeScript"": {""size"": 366959, ""percentage"": ""4.00""}, ""Makefile"": {""size"": 2286, ""percentage"": ""0.02""}, ""Less"": {""size"": 19821, ""percentage"": ""0.22""}}",18440.0,1979.0,86.0
GitLab,matthew_bandel,boquette,25945110,2021-04-16T16:57:27.527Z,2025-05-08T03:55:37.439Z,master,0,0.0,36975625.0,,Fortran,"{""Fortran"": {""size"": 8364102, ""percentage"": ""61.21""}, ""Forth"": {""size"": 718564, ""percentage"": ""5.26""}, ""Python"": {""size"": 4580596, ""percentage"": ""33.52""}, ""Makefile"": {""size"": 50, ""percentage"": ""0.00""}, ""Shell"": {""size"": 1707, ""percentage"": ""0.01""}, ""BitBake"": {""size"": 257, ""percentage"": ""0.00""}}",3141.0,1.0,3.0
GitLab,prpl-foundation/components/core/kmodules,mcastd-core,52777610,2023-12-05T10:57:46.287Z,2025-05-08T13:05:28.296Z,main,0,0.0,567084.0,NOASSERTION,C,"{""C"": {""size"": 410392, ""percentage"": ""98.42""}, ""Makefile"": {""size"": 5063, ""percentage"": ""1.21""}, ""BitBake"": {""size"": 1539, ""percentage"": ""0.37""}}",15.0,5.0,5.0
GitLab,matannau,bp-cve20243094,66517797,2025-01-25T14:48:53.887Z,2025-05-08T09:02:38.491Z,main,0,0.0,92299.0,,C,"{""Shell"": {""size"": 4031, ""percentage"": ""20.73""}, ""Python"": {""size"": 4929, ""percentage"": ""25.35""}, ""C"": {""size"": 10486, ""percentage"": ""53.92""}}",37.0,1.0,1.0
GitLab,pi-mobile,pi-mobile-ios,19164206,2020-06-03T09:11:53.221Z,2025-05-08T13:29:22.938Z,master,0,0.0,11159012.0,GPL-3.0,Objective-C,"{""Objective-C"": {""size"": 9058860, ""percentage"": ""98.15""}, ""Shell"": {""size"": 10362, ""percentage"": ""0.11""}, ""Java"": {""size"": 160435, ""percentage"": ""1.74""}}",227.0,1.0,5.0
GitLab,issacdowling,fmp-platformer,62626133,2024-10-15T22:08:43.516Z,2025-05-08T10:24:39.064Z,main,0,0.0,224223510.0,AGPL-3.0,GDScript,"{""GDScript"": {""size"": 374869, ""percentage"": ""100.00""}}",175.0,3.0,3.0
GitLab,Orange-OpenSource/k8s-tz/applications,harbor,62495005,2024-10-11T13:38:19.976Z,2025-05-08T13:39:16.677Z,main,0,1.0,549396.0,,Shell,"{""Shell"": {""size"": 1419, ""percentage"": ""100.00""}}",1415.0,3.0,15.0
GitLab,junjiemars,kit,66398221,2025-01-23T04:57:56.947Z,2025-05-08T01:40:32.535Z,master,0,0.0,1525193.0,GPL-3.0,Shell,"{""Shell"": {""size"": 249226, ""percentage"": ""43.87""}, ""Clojure"": {""size"": 155, ""percentage"": ""0.03""}, ""Racket"": {""size"": 338, ""percentage"": ""0.06""}, ""Emacs Lisp"": {""size"": 244920, ""percentage"": ""43.11""}, ""PowerShell"": {""size"": 4703, ""percentage"": ""0.83""}, ""Batchfile"": {""size"": 9866, ""percentage"": ""1.74""}, ""PLSQL"": {""size"": 7594, ""percentage"": ""1.34""}, ""Makefile"": {""size"": 20034, ""percentage"": ""3.53""}, ""Dockerfile"": {""size"": 22564, ""percentage"": ""3.97""}, ""Python"": {""size"": 674, ""percentage"": ""0.12""}, ""YASnippet"": {""size"": 7002, ""percentage"": ""1.23""}, ""Vim Script"": {""size"": 1089, ""percentage"": ""0.19""}}",2124.0,1.0,9.0
GitLab,freedesktop-sdk/mirrors/kernel/linux/kernel/git/firmware,linux-firmware,20565226,2020-08-17T07:38:02.175Z,2025-05-08T12:50:39.308Z,main,0,2.0,2076303531.0,NOASSERTION,C,"{""Dockerfile"": {""size"": 362, ""percentage"": ""0.04""}, ""Makefile"": {""size"": 4253, ""percentage"": ""0.49""}, ""Assembly"": {""size"": 142625, ""percentage"": ""16.50""}, ""Python"": {""size"": 23458, ""percentage"": ""2.71""}, ""CMake"": {""size"": 32899, ""percentage"": ""3.81""}, ""Shell"": {""size"": 7035, ""percentage"": ""0.81""}, ""Linker Script"": {""size"": 1988, ""percentage"": ""0.23""}, ""C"": {""size"": 628441, ""percentage"": ""72.70""}, ""Lex"": {""size"": 6707, ""percentage"": ""0.78""}, ""Yacc"": {""size"": 15620, ""percentage"": ""1.81""}, ""Perl"": {""size"": 996, ""percentage"": ""0.12""}}",4809.0,2.0,413.0
GitLab,szymonrychu,charts,41596878,2022-12-05T08:37:16.008Z,2025-05-08T08:04:38.182Z,main,0,0.0,720811.0,NOASSERTION,Smarty,"{""Shell"": {""size"": 2059, ""percentage"": ""3.69""}, ""Python"": {""size"": 1117, ""percentage"": ""2.00""}, ""Jinja"": {""size"": 1124, ""percentage"": ""2.01""}, ""Smarty"": {""size"": 45555, ""percentage"": ""81.66""}, ""Mustache"": {""size"": 5327, ""percentage"": ""9.55""}, ""JavaScript"": {""size"": 606, ""percentage"": ""1.09""}}",279.0,1.0,2.0
GitLab,ustoz-plus2,plus,68597028,2025-04-02T10:51:20.825Z,2025-05-08T12:47:51.368Z,main,0,0.0,967572.0,NOASSERTION,TypeScript,"{""JavaScript"": {""size"": 1698, ""percentage"": ""0.80""}, ""TypeScript"": {""size"": 210204, ""percentage"": ""99.20""}}",7.0,5.0,5.0
GitLab,szymonrychu,helmfile,62535199,2024-10-13T15:07:23.657Z,2025-05-08T09:04:48.532Z,main,0,0.0,453255.0,AGPL-3.0,Shell,"{""Shell"": {""size"": 12336, ""percentage"": ""58.24""}, ""Python"": {""size"": 6589, ""percentage"": ""31.11""}, ""Jinja"": {""size"": 1587, ""percentage"": ""7.49""}, ""JavaScript"": {""size"": 671, ""percentage"": ""3.17""}}",2036.0,1.0,6.0
GitLab,esfgalicia,guia_autodefensa_dixital,65305178,2024-12-11T11:42:12.393Z,2025-05-08T11:26:32.633Z,main,1,2.0,12694638.0,CC-BY-4.0,TeX,"{""TeX"": {""size"": 191592, ""percentage"": ""99.80""}, ""Shell"": {""size"": 376, ""percentage"": ""0.20""}}",54.0,1.0,4.0
GitLab,ubports/porting/reference-device-ports/halium12/volla-x23,volla-vidofnir,45370654,2023-04-21T06:53:10.956Z,2025-05-08T13:15:37.369Z,main,4,3.0,95820184.0,,Shell,"{""Shell"": {""size"": 54638, ""percentage"": ""93.36""}, ""Python"": {""size"": 3888, ""percentage"": ""6.64""}}",103.0,6.0,8.0
GitLab,Taris9047,ACLGAD_GainSupp,66148674,2025-01-14T19:01:44.034Z,2025-05-08T13:42:48.209Z,main,0,0.0,15215294.0,,Jupyter Notebook,"{""C"": {""size"": 21878, ""percentage"": ""1.38""}, ""C++"": {""size"": 1986, ""percentage"": ""0.12""}, ""Makefile"": {""size"": 315, ""percentage"": ""0.02""}, ""Python"": {""size"": 8082, ""percentage"": ""0.51""}, ""Jupyter Notebook"": {""size"": 915970, ""percentage"": ""57.59""}, ""Tcl"": {""size"": 27378, ""percentage"": ""1.72""}, ""Batchfile"": {""size"": 155807, ""percentage"": ""9.80""}, ""Perl"": {""size"": 457145, ""percentage"": ""28.74""}, ""Shell"": {""size"": 1904, ""percentage"": ""0.12""}}",126.0,1.0,1.0
GitLab,ltolosas,computacion_visual_Luis_Felipe_Tolosa,69140941,2025-04-21T04:27:38.380Z,2025-05-08T12:58:45.822Z,main,0,0.0,19000607.0,,Jupyter Notebook,"{""Jupyter Notebook"": {""size"": 34831, ""percentage"": ""60.81""}, ""JavaScript"": {""size"": 19887, ""percentage"": ""34.72""}, ""HTML"": {""size"": 361, ""percentage"": ""0.63""}, ""CSS"": {""size"": 2198, ""percentage"": ""3.84""}}",121.0,3.0,6.0
GitLab,tango-ecosystem/components,session-manager,66126757,2025-01-14T07:43:56.761Z,2025-05-08T12:55:37.790Z,main,0,0.0,1681584.0,Apache-2.0,Python,"{""Dockerfile"": {""size"": 779, ""percentage"": ""0.60""}, ""Python"": {""size"": 123785, ""percentage"": ""94.77""}, ""Shell"": {""size"": 5418, ""percentage"": ""4.15""}, ""Mako"": {""size"": 635, ""percentage"": ""0.49""}}",137.0,2.0,4.0
GitLab,dmytrozuienko,devsecops,29267808,2021-08-31T20:15:59.920Z,2025-05-08T03:21:40.213Z,main,0,0.0,822972.0,,,,805.0,2.0,2.0
GitLab,incubateur-territoires/startups/barnabe,barnabe,64655912,2024-11-19T14:50:46.880Z,2025-05-08T01:24:53.169Z,main,0,0.0,82532792.0,MIT,CSS,"{""Dockerfile"": {""size"": 1770, ""percentage"": ""0.02""}, ""Makefile"": {""size"": 1657, ""percentage"": ""0.01""}, ""Procfile"": {""size"": 110, ""percentage"": ""0.00""}, ""Python"": {""size"": 790797, ""percentage"": ""7.00""}, ""CSS"": {""size"": 8929499, ""percentage"": ""79.08""}, ""JavaScript"": {""size"": 1347084, ""percentage"": ""11.93""}, ""HTML"": {""size"": 216480, ""percentage"": ""1.92""}, ""Mako"": {""size"": 638, ""percentage"": ""0.01""}, ""Shell"": {""size"": 3923, ""percentage"": ""0.03""}}",778.0,27.0,2.0
GitLab,slavkoblagojevic,spring-ecommerce,69184874,2025-04-22T10:50:10.488Z,2025-05-08T08:27:57.063Z,master,1,0.0,153499.0,,Java,"{""Java"": {""size"": 51227, ""percentage"": ""100.00""}}",12.0,1.0,1.0
GitLab,damienlopvet,b-au-d,59943753,2024-07-15T06:55:02.296Z,2025-05-08T09:33:18.044Z,main,0,0.0,25721344.0,,JavaScript,"{""JavaScript"": {""size"": 221659, ""percentage"": ""97.52""}, ""Shell"": {""size"": 246, ""percentage"": ""0.11""}, ""CSS"": {""size"": 5402, ""percentage"": ""2.38""}}",141.0,4.0,3.0
GitLab,DAVEEmbeddedSystems/public,poky,39663702,2022-09-23T08:17:37.951Z,2025-05-08T13:30:31.548Z,master,0,0.0,64774023.0,NOASSERTION,Python,"{""Python"": {""size"": 7893737, ""percentage"": ""49.02""}, ""Shell"": {""size"": 428258, ""percentage"": ""2.66""}, ""Dockerfile"": {""size"": 2022, ""percentage"": ""0.01""}, ""Vim Script"": {""size"": 21504, ""percentage"": ""0.13""}, ""Makefile"": {""size"": 11617, ""percentage"": ""0.07""}, ""Roff"": {""size"": 911029, ""percentage"": ""5.66""}, ""JavaScript"": {""size"": 230295, ""percentage"": ""1.43""}, ""CSS"": {""size"": 19969, ""percentage"": ""0.12""}, ""HTML"": {""size"": 1472200, ""percentage"": ""9.14""}, ""PHP"": {""size"": 143719, ""percentage"": ""0.89""}, ""BitBake"": {""size"": 4736916, ""percentage"": ""29.42""}, ""Clojure"": {""size"": 48, ""percentage"": ""0.00""}, ""C"": {""size"": 179066, ""percentage"": ""1.11""}, ""CMake"": {""size"": 2851, ""percentage"": ""0.02""}, ""C++"": {""size"": 2314, ""percentage"": ""0.01""}, ""Meson"": {""size"": 821, ""percentage"": ""0.01""}, ""Fortran"": {""size"": 75, ""percentage"": ""0.00""}, ""Awk"": {""size"": 205, ""percentage"": ""0.00""}, ""Rust"": {""size"": 1369, ""percentage"": ""0.01""}, ""Perl"": {""size"": 33691, ""percentage"": ""0.21""}, ""M4"": {""size"": 11014, ""percentage"": ""0.07""}, ""sed"": {""size"": 638, ""percentage"": ""0.00""}}",78273.0,71.0,1852.0
GitLab,netmode,CyVer,66554223,2025-01-27T11:06:11.952Z,2025-05-08T08:39:06.775Z,main,7,0.0,971287.0,NOASSERTION,Python,"{""Python"": {""size"": 50995, ""percentage"": ""84.71""}, ""Jupyter Notebook"": {""size"": 9207, ""percentage"": ""15.29""}}",81.0,1.0,3.0
