platform,owner,repo,id,created,updated,default_branch,#stars,#forks
GitHub,SoliSpirit,proxy-list,892938900,2024-11-23T05:12:19Z,2025-05-08T12:03:06Z,main,16,7
GitHub,abshare,abshare.github.io,782778365,2024-04-06T02:34:10Z,2025-05-08T12:03:05Z,main,611,36
GitHub,aeriesAce,AI2_group_project,971223588,2025-04-23T07:41:20Z,2025-05-08T12:03:05Z,main,1,0
GitHub,santhoshrgit,santhoshrgit,949355620,2025-03-16T09:12:42Z,2025-05-08T12:03:03Z,main,0,0
GitHub,Arshp-svg,Leetcode-Solution,921539628,2025-01-24T06:18:00Z,2025-05-08T12:03:03Z,main,0,0
GitHub,asdsadsddas123,freev2raynode,965981189,2025-04-14T08:07:15Z,2025-05-08T12:03:03Z,main,26,1
GitHub,Asad-Zaidi,FacialDerma_AI,975422676,2025-04-30T09:36:22Z,2025-05-08T12:03:02Z,main,0,0
GitHub,sonata-project,SonataDoctrineMongoDBAdminBundle,2691475,2011-11-01T23:03:39Z,2025-05-08T12:03:02Z,4.x,64,95
GitHub,meatwork-project,meatwork-cmd,788930133,2024-04-19T11:18:05Z,2025-05-08T12:03:02Z,main,0,0
GitHub,anubiswb,api1,779962557,2024-03-31T09:43:43Z,2025-05-08T12:03:03Z,main,0,0
GitHub,ceferovrus,holbertonschool-unix,975462410,2025-04-30T10:59:19Z,2025-05-08T12:03:02Z,main,0,0
GitHub,freckle,stack-action,331030931,2021-01-19T15:50:44Z,2025-05-08T12:03:02Z,main,22,4
GitHub,OPSSinapi,production-dashboard,940847208,2025-02-28T22:51:36Z,2025-05-08T12:03:02Z,main,0,0
GitHub,AlldDev,alld.dev,927995154,2025-02-05T22:06:08Z,2025-05-08T12:03:02Z,main,1,3
GitHub,StateDocuments,NorthDakota-public,676636760,2023-08-09T16:48:04Z,2025-05-08T12:03:02Z,main,0,0
GitHub,iniadittt,iniadittt,967938310,2025-04-17T08:35:20Z,2025-05-08T12:03:06Z,main,2,0
GitHub,Fuuhou,tes,844101737,2024-08-18T11:45:53Z,2025-05-08T12:03:02Z,main,0,0
